fromNode	toNode	weight	direction	fromAltName	toAltName
HSD17B13	CCT3	0.0698947136356838	undirected	HSD17B13	CCT3
HSD17B13	TGIF1	0.085751484067876	undirected	HSD17B13	TGIF1
HSD17B13	RSPO3	0.0919413182588252	undirected	HSD17B13	RSPO3
CLEC1B	SLC25A47	0.0990613352804189	undirected	CLEC1B	SLC25A47
CLEC1B	FCN2	0.122490747650022	undirected	CLEC1B	FCN2
CLEC1B	CLEC4G	0.1756941388252	undirected	CLEC1B	CLEC4G
CLEC1B	ECM1	0.148134081123783	undirected	CLEC1B	ECM1
CLEC1B	C1QTNF1	0.0939508875775052	undirected	CLEC1B	C1QTNF1
CLEC1B	VIPR1	0.0797610350165565	undirected	CLEC1B	VIPR1
CLEC1B	PTH1R	0.101149971080153	undirected	CLEC1B	PTH1R
CLEC1B	CRHBP	0.1509183156997	undirected	CLEC1B	CRHBP
CLEC1B	DBH	0.111976376140235	undirected	CLEC1B	DBH
CLEC1B	ATOH8	0.0963550427449206	undirected	CLEC1B	ATOH8
CLEC1B	KDM8	0.104642066562717	undirected	CLEC1B	KDM8
CLEC1B	MARCO	0.110381740322256	undirected	CLEC1B	MARCO
CLEC1B	GNAO1	0.0754898155511043	undirected	CLEC1B	GNAO1
CLEC1B	MYOM2	0.0725928888185873	undirected	CLEC1B	MYOM2
CLEC1B	RNF125	0.0833397207986193	undirected	CLEC1B	RNF125
CLEC1B	PAMR1	0.130264812305766	undirected	CLEC1B	PAMR1
CLEC1B	STAB2	0.114684645938966	undirected	CLEC1B	STAB2
CLEC1B	KCNN2	0.0730268412675017	undirected	CLEC1B	KCNN2
CLEC1B	SSR2	0.0837723647921745	undirected	CLEC1B	SSR2
CLEC1B	AKR1C3	0.0732076141483178	undirected	CLEC1B	AKR1C3
CLEC1B	OIT3	0.126219012877343	undirected	CLEC1B	OIT3
CLEC1B	STAB1	0.0694058548314855	undirected	CLEC1B	STAB1
CLEC1B	ANGPTL6	0.0920902711404772	undirected	CLEC1B	ANGPTL6
CLEC1B	ILF2	0.116281750797434	undirected	CLEC1B	ILF2
CLEC1B	ADRA1A	0.0870997479557202	undirected	CLEC1B	ADRA1A
CLEC1B	FAM189B	0.0898068700638621	undirected	CLEC1B	FAM189B
CLEC1B	COLEC10	0.105004195977791	undirected	CLEC1B	COLEC10
CLEC1B	CBX3	0.0722205978566887	undirected	CLEC1B	CBX3
CLEC1B	LILRA5	0.0708413991353817	undirected	CLEC1B	LILRA5
CLEC1B	LILRB5	0.0752336317191488	undirected	CLEC1B	LILRB5
CLEC1B	P3H2	0.123332199214101	undirected	CLEC1B	P3H2
CLEC1B	ITLN1	0.0711159442920799	undirected	CLEC1B	ITLN1
CLEC1B	CCT3	0.0873345383547925	undirected	CLEC1B	CCT3
CLEC1B	TGIF1	0.10392763612366	undirected	CLEC1B	TGIF1
CLEC1B	KLHL12	0.0792954162941284	undirected	CLEC1B	KLHL12
CLEC1B	PSMD4	0.0734737450023327	undirected	CLEC1B	PSMD4
CLEC1B	RSPO3	0.143964710481404	undirected	CLEC1B	RSPO3
CCL14	CLEC4G	0.0809626469993382	undirected	CCL14	CLEC4G
CCL14	ECM1	0.0690450869452012	undirected	CCL14	ECM1
CCL14	CRHBP	0.0720615928439836	undirected	CCL14	CRHBP
CCL14	RSPO3	0.070269766930591	undirected	CCL14	RSPO3
ALDH8A1	DBH	0.0763699547075177	undirected	ALDH8A1	DBH
ALDH8A1	TGIF1	0.0785937007253204	undirected	ALDH8A1	TGIF1
FOSB	SLC25A47	0.0720201078136752	undirected	FOSB	SLC25A47
FOSB	FCN2	0.0748665409761353	undirected	FOSB	FCN2
