MODULE	GENE
blue	IFI27
blue	LYZ
blue	HLA-A
blue	UBD
blue	SNORD3A
blue	DHRS2
blue	SNORD3C
blue	UGT2B15
blue	SNORD3D
blue	SYT7
blue	PEG3
blue	SLC39A5
blue	FGL1
blue	ANGPTL4
blue	CXCL2
blue	PZP
blue	CES1
blue	MEG3
blue	CYP3A5
blue	CES1P1
blue	CFHR4
blue	MYOM1
blue	HULC
blue	UGT2B4
blue	PTGR1
blue	SLC25A18
blue	CFHR1
blue	SGCE
blue	UGT1A6
blue	ENPP2
blue	EXOC3L4
blue	KANK4
blue	FKBP14
blue	ZNF483
blue	NLRP8
blue	SPARCL1
blue	UGT1A1
blue	LMOD3
blue	LOC107133515
blue	USP49
blue	UGT1A4
blue	CCBE1
blue	CYP3A43
blue	XRCC2
blue	MGST1
blue	SHROOM4
blue	FAM151A
blue	TMEM17
blue	ZNF394
blue	MFSD14C
blue	C21orf58
blue	AMACR
blue	CACNA1H
blue	IL17RD
blue	RPLP0
blue	HNRNPU
blue	BLZF1
blue	LEP
blue	ZNF69
blue	SEMA3E
blue	LOC100128288
blue	DMC1
blue	NFKBIZ
blue	ZNF786
blue	DLC1
blue	MAGT1
blue	CHRNA5
blue	TUBA1C
blue	FMC1
blue	AOC4P
blue	ARL16
blue	C3
blue	CFHR2
blue	ZNF738
blue	RNU4-2
blue	HYPK
blue	RAD51
blue	ZNF14
blue	SLC25A51
blue	PAXIP1-AS1
blue	FAM175A
blue	APOPT1
blue	VNN3
blue	TDP1
blue	PPA2
blue	DDX51
blue	ZNF682
blue	TP53INP1
blue	GRAMD4
blue	RTN4
blue	TNFSF14
blue	NR4A2
blue	TMEM14A
blue	MCMDC2
blue	EXO5
blue	GPNMB
blue	SCD
blue	UGT1A10
blue	FAT1
blue	TCEAL8
blue	C2orf69
blue	NPIPB3
blue	GATM
blue	MIGA1
blue	SNHG5
blue	IDO2
blue	ANXA2
blue	CEP19
blue	PNPT1
blue	DTWD2
blue	TMEM106A
blue	CRCP
blue	BMS1P5
blue	TFPI
blue	SPN
blue	SPTLC1
blue	HSD17B7
blue	GSDMB
blue	MSMO1
blue	QRFPR
blue	ERAP2
blue	N4BP2
blue	SERPINA6
blue	EPDR1
blue	CKS1B
blue	DUSP19
blue	ALDOA
blue	PHYH
blue	CAPN12
blue	SEC14L4
blue	TMEM267
blue	DENR
blue	ALPP
blue	ADAP1
blue	ZNF549
blue	EID2B
blue	CYP21A2
blue	CDKN2AIPNL
blue	GPR1
blue	NCALD
blue	LOC100134868
blue	SNRPN
blue	OCIAD1
blue	SSTR2
blue	CPB2
blue	LRRFIP1
blue	SUMO2
blue	CYP1B1
blue	NUBPL
blue	RPS4X
blue	POFUT1
blue	HIST1H2BK
blue	RNA5S9
blue	TENM1
blue	MBD4
blue	SLC35E1
blue	PALLD
blue	RPL17
blue	PLA2G2D
blue	GPR180
blue	METTL21A
blue	OSTC
blue	FMO5
blue	TSC22D1
blue	CAV2
blue	UNC93A
blue	PDZK1
blue	ADCY1
blue	STRIP2
blue	C4BPB
blue	NRBP2
blue	AGL
blue	SORD
blue	SMCR5
blue	DTNA
blue	SPTBN1
blue	ACTG1
blue	RAX2
blue	RHBDL2
blue	RGCC
blue	MLXIPL
blue	IL10
blue	XAF1
blue	CACYBP
blue	GOLGA6L6
blue	F13B
blue	TRIM13
blue	TNFSF15
blue	RNU4-1
blue	SNURF
blue	HIST1H2AC
blue	TCAF2
blue	ZNF223
blue	TDRD1
blue	ITPK1-AS1
blue	CSF2RA
blue	CCDC125
blue	RPL15
blue	CALD1
blue	ALG11
blue	RPS15A
blue	C8orf37
blue	UGT1A9
blue	STEAP1
blue	VPS41
blue	YRDC
blue	HSD17B11
blue	GOLGA8B
blue	HINT3
blue	EIF2AK4
blue	COL7A1
blue	FAM63A
blue	HACD4
blue	OPRPN
blue	CD36
blue	PLIN5
blue	PCDHB9
blue	USMG5
blue	CREB1
