MODULE	GENE
green	DCN
green	FXYD2
green	C7
green	EPCAM
green	MMP7
green	TIMP1
green	TACSTD2
green	BGN
green	LUM
green	INMT
green	SPINT2
green	PTGDS
green	MFAP4
green	THBS2
green	C11orf96
green	THBS1
green	CCL19
green	PDGFRA
green	AEBP1
green	CCL2
green	CXCL6
green	SLC2A3
green	COL3A1
green	CHST4
green	CCL21
green	CTGF
green	TAGLN
green	KRT19
green	PROM1
green	FHL2
green	TFF3
green	S100A8
green	FBLN1
green	ALDH1A3
green	MYH11
green	MUC1
green	TNFRSF12A
green	CRISPLD2
green	MXRA5
green	CLIC6
green	IGFBP5
green	SVEP1
green	CRYAB
green	CFD
green	FSTL3
green	COL6A1
green	ANTXR1
green	CYBRD1
green	TIMP2
green	FBLN2
green	APLNR
green	CLDN10
green	KRT7
green	AXL
green	IRF8
green	PRSS23
green	TMEM158
green	CLDN11
green	FBLN5
green	CLDN5
green	STAB1
green	SLC12A2
green	OLFM1
green	KLF2
green	ENG
green	LAMC3
green	TCEAL3
green	COL6A2
green	ETS1
green	VTCN1
green	CFTR
green	TMIGD3
green	SUSD2
green	FOXC1
green	EDN1
green	PRICKLE1
green	PTRF
green	LTBP4
green	ADAMTS1
green	PMEPA1
green	SCTR
green	PODN
green	NKD2
green	BACE2
green	SFRP5
green	ID3
green	MYADM
green	ABI3BP
green	TEK
green	LRRC32
green	FAM150B
green	RAB25
green	MMRN1
green	ISLR
green	RGL1
green	GIMAP8
green	EFEMP2
green	LDB2
green	GALNT18
green	RGS4
green	DSE
green	HEYL
green	ITPRIP
green	MMP23B
green	COQ10A
green	CCDC3
green	GRAP
green	CHSY1
green	IGFBP6
green	HSPB6
