MODULE	GENE
yellow	CXCL8
yellow	MMP7
yellow	S100A9
yellow	LCN2
yellow	IGLL1
yellow	CCL2
yellow	JCHAIN
yellow	CXCL9
yellow	BAMBI
yellow	CXCL10
yellow	S100A6
yellow	CCL5
yellow	VCAM1
yellow	MMP9
yellow	SRGN
yellow	CCL4L1
yellow	CCL20
yellow	S100A8
yellow	TIMP1
yellow	CCL3L3
yellow	ACP5
yellow	EMP1
yellow	CD44
yellow	SPARC
yellow	HLA-DRB1
yellow	GBP1
yellow	FCER1G
yellow	CD7
yellow	HLA-B
yellow	CRYAB
yellow	CD163
yellow	PLTP
yellow	HMOX1
yellow	S100A4
yellow	HLA-F
yellow	IGFBP5
yellow	CYP7A1
yellow	LY96
yellow	MX1
yellow	CCL3L1
yellow	CYBA
yellow	CECR1
yellow	CD8A
yellow	TM7SF2
yellow	TYROBP
yellow	FAM46C
yellow	FSCN1
yellow	NPL
yellow	CFD
yellow	RAB27B
yellow	CXCR4
yellow	CXCL6
yellow	RGS1
yellow	SYK
yellow	NAPSB
yellow	SLC6A1
yellow	IL7R
yellow	HLA-DRB6
yellow	IFI44L
yellow	GMFG
yellow	MS4A6A
yellow	CXCL16
yellow	SLC17A4
yellow	TBXAS1
yellow	HLA-DRA
yellow	DAB2
yellow	RARRES1
yellow	CD3D
yellow	C1QC
yellow	SPI1
yellow	CPVL
yellow	RGS2
yellow	NDN
yellow	MS4A4A
yellow	TAP1
yellow	BACE2
yellow	C1orf162
yellow	IL10RA
yellow	RAC2
yellow	HLA-DMA
yellow	SLC16A3
yellow	HLA-DPA1
yellow	CRIP1
yellow	CSF1R
yellow	ALOX5AP
yellow	C1QB
yellow	BASP1
yellow	SEL1L3
yellow	LGALS3BP
yellow	CCL8
yellow	HAVCR2
yellow	LGMN
yellow	CSF3R
yellow	PLEK
yellow	FCN1
yellow	CCR1
yellow	EPSTI1
yellow	GUCA2B
yellow	CD74
yellow	GPR183
yellow	HLA-H
yellow	HCST
yellow	HLA-DMB
yellow	GZMK
yellow	RENBP
yellow	ITM2A
yellow	IFI30
yellow	GZMA
yellow	YBX3
yellow	LTB
yellow	NKG7
yellow	HLA-C
yellow	TNFRSF21
yellow	LGALS1
yellow	ANXA5
yellow	EPHA1
yellow	CD52
yellow	CD69
yellow	AIF1
yellow	ITGB2
yellow	PIM2
yellow	IFI44
yellow	ANXA1
yellow	PLBD1
yellow	LAPTM5
yellow	ADGRE5
yellow	LGALS3
yellow	MZB1
yellow	STAT1
yellow	CXCL13
yellow	HCP5
yellow	TM4SF1
yellow	UBE2E2
yellow	LHFPL2
yellow	HCG4
yellow	PYCARD
yellow	JSRP1
yellow	CD48
yellow	CAMK1G
yellow	KLRB1
yellow	IFIT3
yellow	TSPO
yellow	EMP3
yellow	CXCL1
yellow	GPC4
yellow	BCL2L10
yellow	CD86
yellow	LINC01420
yellow	IRF8
yellow	CD79A
yellow	ANGPTL2
yellow	FGR
yellow	UCP2
yellow	CEBPA
yellow	FPR3
yellow	CMTM3
yellow	GSTP1
yellow	CD68
yellow	LGALS2
yellow	RAB3IL1
yellow	FXYD5
yellow	LCP1
yellow	FYB
yellow	ARMCX3
yellow	CD37
yellow	ANKRD1
yellow	GZMB
yellow	CTSC
yellow	ADAP2
yellow	WFDC2
yellow	S100A11
yellow	TCEAL3
yellow	TUSC3
yellow	BTG2
yellow	GLIPR1
yellow	LY86
yellow	HCLS1
