MODULE	GENE
black	GAGE2B
black	GAGE4
black	GAGE6
black	GAGE12I
black	GAGE12C
black	GAGE12G
black	GAGE5
black	GAGE12J
black	GAGE12H
black	GAGE12B
black	GAGE12F
black	COX7B2
black	GAGE2E
black	GAGE2A
black	PAGE2B
black	PAGE5
black	SNAR-A1
black	SLC51A
black	MAGEC2
black	TSPY2
black	CT47A7
black	GAGE7
black	VCX
black	VCX3B
black	GAGE8
black	TKTL1
black	GTSF1
black	CT45A3
black	TSPAN13
black	GAGE12E
black	PAGE2
black	VCX2
black	VCX3A
black	SELM
black	SSX1
black	LIN28B
black	FAM133A
black	NLGN4X
black	TSPY8
black	VCY
black	NDN
black	AGR2
black	CGNL1
black	GAGE12D
black	TSPY4
black	DCAF4L2
black	CTAG2
black	MROH2B
black	FSTL5
black	PODXL2
black	UCHL1
black	MAGEC1
black	TUBA4A
black	MAGEB2
black	SPANXN3
black	MAGEA6
