MODULE	GENE
brown	NAP1L1
brown	RASEF
brown	PDE7B
brown	LRRC42
brown	COBL
brown	SLC1A1
brown	MZT1
brown	TRIM6
brown	BMP1
brown	RNU11
brown	MTDH
brown	LYRM5
brown	SF3B4
brown	CCDC106
brown	IKBKG
brown	DUSP23
brown	RHOD
brown	INSIG2
brown	DHRS4
brown	SCRIB
brown	PDGFA
brown	LOC81691
brown	SMAD6
brown	HIC2
brown	FTH1
brown	KLHDC8B
brown	NCAPD2
brown	SDC1
brown	DECR2
brown	SLC23A3
brown	MTHFS
brown	CHCHD10
brown	TUBG1
brown	ASAP1
brown	C2
brown	TSPAN5
brown	NUAK1
brown	PEA15
brown	TRIM50
brown	CLEC3B
brown	ASF1B
brown	SH3BGRL2
brown	PIK3R2
brown	HPS5
brown	GRAMD1A
brown	SAMD4A
brown	LYN
brown	LINC01348
brown	SLC25A34
brown	C8orf76
brown	CIRBP
brown	SLC38A6
